,pack_name,brand_0,brand_1,pieces_0,pieces_1,diff_0,diff_1,num_puzzles,diff_0_num,diff_1_num
735,Artifact Puzzles Kathryn Freeman Lullaby For Lions Artifact Puzzles Jill Bennet Fantastic Mr. Fox,Artifact,,363.0,267.0,A-Easy,A-Easy,2.0,1.0,1.0
736,Artifact Puzzles Edward Hopper Nighthawks  Artifact Puzzles Richard Friend The Just Reproach,Artifact,,374.0,396.0,Average,Average,2.0,2.0,2.0
737,Artifact Puzzles Paul Bond Ode To A Zen Koan Artifact Puzzles John Henry Dearle Forest Tapestry,Artifact,,267.0,577.0,Average,Really-Hard,2.0,2.0,4.0
738,Artifact Puzzles Iwona Lifsches Serenity Artifact Puzzles Tomasz Pietrzyk The Town,Artifact,,313.0,390.0,Average,Average,2.0,2.0,2.0
739,Artifact Puzzles APAK Celebrating Nature Artifact Puzzles Angie Rees Precious Cargo,Artifact,,412.0,399.0,Hard,Average,2.0,3.0,2.0
740,Artifact Puzzles Haeckel Sea Squirts Artifact Puzzles Joe Vaux Fishing Village,Artifact,,301.0,254.0,A-Easy,Hard,2.0,1.0,3.0
741,Mr. Gogo Puzzles Alfonse Mucha Zodiac MrZs Puzzles Sugar Maples,Other-Hand-cut,,464.0,205.0,Average,Hard,2.0,2.0,3.0
742,Ecru Puzzles Mystery Puzzle #19 Ecru Puzzles Mystery Puzzle #14,Ecru,,355.0,398.0,Average,Hard,2.0,2.0,3.0
743,Ecru Puzzles Angela Gomes Monets Garden Ecru Puzzles Iwona Lifsches Weekend In Sommersby,Ecru,,214.0,355.0,Average,A-Easy,2.0,2.0,1.0
744,Artifact Puzzles Van Gogh Bridge In The Rain Artifact Puzzles Brueghel Music Room,Artifact,,267.0,287.0,A-Easy,Average,2.0,1.0,2.0
745,Artifact Puzzles Justin Hillgrove Word Travels West Ecru Puzzles Grant Haffner Sunset On Old Montauk Highway,Artifact,Ecru,548.0,282.0,Average,Average,2.0,2.0,2.0
746,Artifact Puzzles Tyukanov Flying Bottle Artifact Puzzles Tom Kidd Dunne Estates,Artifact,,300.0,423.0,Average,Average,2.0,2.0,2.0
747,Artifact Puzzles Karla Gerard By The Sea Artifact Puzzles Kevin Sloan Welcome To The Wilderness,Artifact,,356.0,418.0,A-Easy,Average,2.0,1.0,2.0
748,Artifact Puzzles Vikram Madan Night Of The Mystic Moons Artifact Puzzles Vikram Madan Forecast Says Rain,Artifact,,338.0,370.0,A-Easy,Hard,2.0,1.0,3.0
749,Artifact Puzzles - Bruce Riley Half Life Artifact Puzzles - Bruce Riley Stem Cell,Artifact,,336.0,191.0,Average,A-Easy,2.0,2.0,1.0
750,Ecru Puzzles Jethro Buck Forest Ecru Puzzles Auguste Herbin Quai Du Port De Bastia,Ecru,,285.0,318.0,Average,Average,2.0,2.0,2.0
751,Artifact Puzzles Kevin Sloan The Messenger Artifact Puzzles Tomasz Pietrzyk Circle Of Time,Artifact,,313.0,220.0,Average,Average,2.0,2.0,2.0
752,Ecru Puzzles Aaron Wolf The Kingdom Artifact Puzzles Joe Vaux Big Fish Eat Little Fish,Artifact,Ecru,214.0,402.0,Hard,A-Easy,2.0,3.0,1.0
753,Ecru Puzzles Franz Marc Cat Ecru Puzzles Patricia Hopwood-Wade Snowbirds,Ecru,,138.0,209.0,Really-Hard,Hard,2.0,4.0,3.0
754,Artifact Puzzles Richard Friend The Just Reproach Artifact Puzzles Jim Flora Tenement K,Artifact,,396.0,436.0,Average,Average,2.0,2.0,2.0
755,Artifact Puzzles Rachell Sumpter Islander Artifact Puzzles Paul Bond Octopus,Artifact,,262.0,140.0,A-Easy,A-Easy,2.0,1.0,1.0
756,Mr. Gogo Puzzles Watermelon TurtleTeasers Melissa Lipton Colorado Aspens,Other-Hand-cut,,443.0,157.0,Really-Hard,Hard,2.0,4.0,3.0
757,Snowflake Puzzles Magnificent Wave Snowflake Puzzles Autumn Forest,Other-Hand-cut,,350.0,350.0,Average,Average,2.0,2.0,2.0
758,BCB Puzzles Henry Victor Lesur Marchands Des Fleurs Black Bear Puzzles In Search Of Sea,Other-Hand-cut,,300.0,350.0,Average,A-Easy,2.0,2.0,1.0
759,Artifact Puzzles Susan Loy Bill Of Rights Artifact Puzzles Susan Loy Marriage Of Two Minds,Artifact,,303.0,255.0,Hard,Hard,2.0,3.0,3.0
760,Artifact Puzzles Poynter Israel In Egypt Artifact Puzzles Bruegel Tower of Babel,Artifact,,310.0,377.0,Average,Hard,2.0,2.0,3.0
761,Artifact Puzzles Kandinsky Far Away Artifact Puzzles Tyson Grumm Slacking Pandas,Artifact,,232.0,224.0,A-Easy,A-Easy,2.0,1.0,1.0
762,Artifact Puzzles Tomasz Pietrzyk Romeo And Juliet Artifact Puzzles Victor Molev The Aviator,Artifact,,424.0,383.0,Average,Average,2.0,2.0,2.0
763,Artifact Puzzles APAK Harmonious Kingdom Artifact Puzzles Martin Heade Two Hummingbirds At Nest,Artifact,,434.0,289.0,A-Easy,Average,2.0,1.0,2.0
764,Artifact Puzzles Arreguin Jaguars ,Artifact,,505.0,,Hard,,1.0,3.0,
765,Artifact Puzzles Edward Henry Potthast Brighton Beach Artifact Puzzles Van Gogh Boats,Artifact,,170.0,325.0,Average,Average,2.0,2.0,2.0
766,Artifact Puzzles Valeriane Le Blonde Mis Mai Artifact Puzzles Edward Henry Potthast Brighton Beach,Artifact,,238.0,170.0,A-Easy,Hard,2.0,1.0,3.0
767,Artifact Puzzles Renoir Oarsmen Artifact Puzzles Van Gogh Bedroom In Arles,Artifact,,297.0,347.0,Hard,Average,2.0,3.0,2.0
768,Artifact Puzzles Diego Mazzeo Mechanical Griffin Artifact Puzzles Galaxy Trucker,Artifact,,207.0,198.0,A-Easy,A-Easy,2.0,1.0,1.0
769,Artifact Puzzles Big San Francisco Literary Map Artifact Puzzles Roedig Flowers,Artifact,,367.0,293.0,A-Easy,A-Easy,2.0,1.0,1.0
770,Artifact Puzzles William Gropper Folklore Map Artifact Puzzles Kirby Scudder Palo Alto Map,Artifact,,348.0,418.0,Average,Average,2.0,2.0,2.0
771,Artifact Puzzles Karla Gerard Evening Stars Artifact Puzzles Susan Loy Bill Of Rights,Artifact,,644.0,303.0,A-Easy,Average,2.0,1.0,2.0
772,Artifact Puzzles Qiu Ying Han Palace Artifact Puzzles Guiseppe Arcimboldo Vertumnus,Artifact,,423.0,314.0,Hard,Average,2.0,3.0,2.0
773,Artifact Puzzles Daniel Merriam Flight of Scarlet Artifact Puzzles Tomasz Pietrzyk Red Towers,Artifact,,364.0,248.0,Really-Hard,Hard,2.0,4.0,3.0
774,Artifact Puzzles Claire Henley Sailing Round The Mount Artifact Puzzles Angie Rees When Whales Set Sail,Artifact,,256.0,278.0,A-Easy,A-Easy,2.0,1.0,1.0
775,Artifact Puzzles Jonik Rapunzel Artifact Puzzles Jonik Troll Toll,Artifact,,411.0,365.0,A-Easy,A-Easy,2.0,1.0,1.0
776,Artifact Puzzles Isabelle Plante La Connaissance Artifact Puzzles Justin Hillgrove Word Travels West,Artifact,,379.0,548.0,Average,Average,2.0,2.0,2.0
777,Artifact Puzzles Renoir Dance At Le Moulin De La Galette Artifact Puzzles Monet Woman With Parasol,Artifact,,347.0,357.0,Average,Average,2.0,2.0,2.0
778,Artifact Puzzles Gustav Klimt The Kiss  Artifact Puzzles Tyson Grumm The Sleepover,Artifact,,338.0,405.0,Average,Average,2.0,2.0,2.0
779,Artifact Puzzles Paul Bond The Yogi Artifact Puzzles Rachell Sumpter Islander,Artifact,,310.0,262.0,Hard,Hard,2.0,3.0,3.0
780,Ecru Puzzles Nicole Gustafsson The Bookkeeper Artifact Puzzles Kevin Sloan Fragile Habitat,Artifact,Ecru,372.0,360.0,Hard,Average,2.0,3.0,2.0
781,Artifact Puzzles Hopwood-Wade Emu Afternoon Tea Artifact Puzzles Tomasz Pietrzyk Romeo And Juliet,Artifact,,346.0,424.0,Average,Average,2.0,2.0,2.0
782,Ecru Puzzles Erin Hanson Layers Of Afternoon Ecru Puzzles Erin Hanson Hues Of Zion,Ecru,,287.0,219.0,A-Easy,Average,2.0,1.0,2.0
783,Artifact Puzzles Angie Rees The Skating Party Artifact Puzzles Vikram Madan North Star,Artifact,,505.0,480.0,Average,Average,2.0,2.0,2.0
784,Artifact Puzzles Paul Klee Fish Magic Artifact Puzzles Vikram Madan Physical Impossibility,Artifact,,254.0,292.0,Hard,A-Easy,2.0,3.0,1.0
785,Artifact Puzzles Gustav Klimt Death And Life Artifact Puzzles Breach Of Contract,Artifact,,361.0,268.0,Hard,A-Easy,2.0,3.0,1.0
786,Artifact Puzzles Tyson Grumm The Sleepover Artifact Puzzles Audubun Carolina Parakeets,Artifact,,405.0,422.0,Average,Hard,2.0,2.0,3.0
787,Artifact Puzzles Angie Rees The Carrot Artifact Puzzles Kozyndan Bunny Blossoms,Artifact,,304.0,380.0,A-Easy,Average,2.0,1.0,2.0
788,Artifact Puzzles Monet Summer Artifact Puzzles Van Gogh De Sterrennacht,Artifact,,311.0,336.0,Average,Average,2.0,2.0,2.0
789,Artifact Puzzles Bokuyo Forest  ,Artifact,,689.0,,Really-Hard,,1.0,4.0,
790,Artifact Puzzles Some Enchanted Evening Artifact Puzzles Randal Spangler Fireside Fairytales,Artifact,,422.0,364.0,Average,Average,2.0,2.0,2.0
791,Artifact Puzzles Rachell Sumpter Old Friend Artifact Puzzles Ito Jakuchu Plum Blossoms,Artifact,,290.0,311.0,Hard,Really-Hard,2.0,3.0,4.0
792,Artifact Puzzles Erin Hanson Crystal Grove Artifact Puzzles Matt Lyon Monastery,Artifact,,357.0,460.0,Really-Hard,Hard,2.0,4.0,3.0
793,Artifact Puzzles Gerome Carpet Merchant Artifact Puzzles Brueghel Noahs Ark,Artifact,,400.0,311.0,Average,A-Easy,2.0,2.0,1.0
794,Artifact Puzzles Tomasz Pietrzyk Tall Tower Artifact Puzzles Justin Hillgrove Imps And Monsters,Artifact,,629.0,442.0,A-Easy,A-Easy,2.0,1.0,1.0
795,Artifact Puzzles Rachell Sumpter Islander Artifact Puzzles Roch Urbaniak Sage Of Yamatai,Artifact,,262.0,346.0,Average,Hard,2.0,2.0,3.0
796,Artifact Puzzles Bek Cruddace British Isles Map Artifact Puzzles Jim Flora Chioggia,Artifact,,493.0,359.0,A-Easy,A-Easy,2.0,1.0,1.0
797,Artifact Puzzles Kevin Sloan Our Gentle Giant Artifact Puzzles APAK Islands Of Life,Artifact,,326.0,165.0,Hard,Hard,2.0,3.0,3.0
798,Ecru Puzzles Edward Binkley Village Scene Ecru Puzzles Scott Gustafson Belling The Cat,Ecru,,309.0,364.0,Average,Average,2.0,2.0,2.0
799,Artifact Puzzles Bill Carman Golden Whistle Artifact Puzzles Jim Flora Big Bank Robbery,Artifact,,318.0,302.0,Hard,Hard,2.0,3.0,3.0
800,Ecru Puzzles Hokusai Wave Ecru Puzzles Rachell Sumpter Wild Moor,Ecru,,327.0,260.0,Hard,A-Easy,2.0,3.0,1.0
801,CobbPodgery WPA Poster Let Them Grow DaVici My Child,DaVici,Other-Hand-cut,430.0,300.0,Average,Average,2.0,2.0,2.0
802,Artifact Puzzles Eric Joyner Comrades Artifact Puzzles Joe Vaux Message In A Bottle,Artifact,,180.0,296.0,A-Easy,Average,2.0,1.0,2.0
803,Artifact Puzzles Aaron Wolf Cathedral Of The Changing Tides Ecru Puzzles Erin Hanson Layers Of Afternoon,Artifact,Ecru,360.0,287.0,Hard,Average,2.0,3.0,2.0
804,Artifact Puzzles Jonik Troll Toll Artifact Puzzles Eric Joyner Tiki Misadventure,Artifact,,365.0,540.0,A-Easy,A-Easy,2.0,1.0,1.0
805,Artifact Puzzles Sophie Taeuber-Arp Composition Artifact Puzzles August Macke Turkish Cafe,Artifact,,302.0,478.0,Hard,Average,2.0,3.0,2.0
806,Artifact Puzzles Justin Hillgrove Overwhelming Odds Artifact Puzzles Angie Rees Boobie Trapped,Artifact,,257.0,340.0,A-Easy,A-Easy,2.0,1.0,1.0
807,Ecru Puzzles Maurice Denis Pittsburgh Sunset Ecru Puzzles Nicole Gustafsson The Bookkeeper,Ecru,,290.0,372.0,Hard,Hard,2.0,3.0,3.0
808,Artifact Puzzles Hieronymus Bosch Garden Of Earthly Delights ,Artifact,,529.0,,Average,,1.0,2.0,
809,Artifact Puzzles Allie Sullberg Lets Dance Ecru Puzzles Mystery Puzzle #21,Artifact,Ecru,367.0,181.0,Average,Average,2.0,2.0,2.0
810,Artifact Puzzles Armand Point Unicorn Artifact Puzzles Sleeping Princess,Artifact,,111.0,137.0,A-Easy,A-Easy,2.0,1.0,1.0
811,Artifact Puzzles Bikaner Elephants Artifact Puzzles Raoul Dufy Boats,Artifact,,170.0,136.0,A-Easy,A-Easy,2.0,1.0,1.0
812,Artifact Puzzles Carl Larsson Holiday Reading Artifact Puzzles Dove Of The Holy Spirit,Artifact,,163.0,88.0,Average,Hard,2.0,2.0,3.0
813,Artifact Puzzles Egon Schiele Four Trees Artifact Puzzles Autumn Egrets,Artifact,,79.0,130.0,Hard,Average,2.0,3.0,2.0
814,Artifact Puzzles Eric Joyner Recaptcha Artifact Puzzles Nicoletta Ceccoli Love Will Tear Us Apart,Artifact,,150.0,181.0,A-Easy,A-Easy,2.0,1.0,1.0
815,Artifact Puzzles Hokusai Dragon Artifact Puzzles Franz Marc 1912 Blue Horse,Artifact,,81.0,96.0,Really-Hard,Average,2.0,4.0,2.0
816,Artifact Puzzles Kawase Hasui Fall Artifact Puzzles Justin Hillgrove Arcane Shelfie,Artifact,,135.0,121.0,Average,A-Easy,2.0,2.0,1.0
817,Artifact Puzzles Kiyochika Persimmon Tree Artifact Puzzles Iwona Lifsches Afternoon Ride,Artifact,,81.0,121.0,A-Easy,A-Easy,2.0,1.0,1.0
818,Artifact Puzzles Leighton Accolade Artifact Puzzles Birds at Baran,Artifact,,85.0,91.0,Average,Hard,2.0,2.0,3.0
819,Artifact Puzzles Little Seamaid Artifact Puzzles Indian Palace,Artifact,,74.0,171.0,Average,Average,2.0,2.0,2.0
820,Artifact Puzzles Rachel Pedder-Smith Herbarium Artifact Puzzles Kessel Butterflies,Artifact,,79.0,161.0,Really-Hard,Really-Hard,2.0,4.0,4.0
821,Artifact Puzzles Randal Spangler Computer Catastrophes Artifact Puzzles Annya Kai Fabric Owls,Artifact,,182.0,156.0,A-Easy,A-Easy,2.0,1.0,1.0
822,Artifact Puzzles Richard La Barre Goodwin Strawberries Artifact Puzzles Karla Gerard Dusk,Artifact,,157.0,147.0,Average,A-Easy,2.0,2.0,1.0
823,Artifact Puzzles Tomasz Pietrzyk Cello Artifact Puzzles William Glackens Cape Cod Pier,Artifact,,165.0,139.0,A-Easy,Hard,2.0,1.0,3.0
824,Artifact Puzzles Varangian Artifact Puzzles Tyukanov Cheshire Cat,Artifact,,72.0,162.0,A-Easy,Average,2.0,1.0,2.0
825,Ecru Puzzles Awa Tsireh Animal Designs Ecru Puzzles Kawase Hasui Shiba Benten Pond,Ecru,,105.0,89.0,Really-Hard,Average,2.0,4.0,2.0
826,Ecru Puzzles Winslow Homer Watching The Tide Ecru Puzzles Rachell Sumpter Brothers In Sport,Ecru,,166.0,179.0,Average,Hard,2.0,2.0,3.0
827,Ecru Puzzles Rogier Van Der Weyden Saint George And The Dragon Ecru Puzzles Allen Gilbert Cram Fishermans Cottages,Ecru,,168.0,158.0,Average,A-Easy,2.0,2.0,1.0
828,Ecru Puzzles Kawase Hasui Fall Artifact Puzzles Rachell Sumpter Old Friend,Artifact,Ecru,135.0,290.0,Average,Really-Hard,2.0,2.0,4.0
829,Artifact Puzzles Victor Molev Tale Of The Lost Space Ecru Puzzles Aaron Wolf The Kingdom,Artifact,Ecru,303.0,214.0,Really-Hard,A-Easy,2.0,4.0,1.0
830,Ecru Puzzles Ragamala Mughal Miniature Ecru Puzzles Mystery Puzzle #11,Ecru,,80.0,145.0,A-Easy,Hard,2.0,1.0,3.0
831,DaVici Puzzles Anton Gorcevic I Had A Dream Once DaVici Puzzles Sergey Adeev Day and Night,DaVici,,350.0,280.0,A-Easy,A-Easy,2.0,1.0,1.0
832,Ecru Puzzles Ton Dubbeldam Grand Italia Artifact Puzzles Allie Sullberg Lets Dance,Artifact,Ecru,270.0,367.0,A-Easy,Hard,2.0,1.0,3.0
833,Artifact Puzzles Joe Vaux Big Fish Eat Little Fish Artifact Puzzles Victor Molev Tale Of The Lost Space,Artifact,,402.0,252.0,Hard,Really-Hard,2.0,3.0,4.0
834,Artifact Puzzles Vikram Madan Caf-Fiend Artifact Puzzles Hoefnagel Pear,Artifact,,81.0,106.0,A-Easy,A-Easy,2.0,1.0,1.0
835,Artifact Puzzles Justin Hillgrove Word Travels South Artifact Puzzles Kevin Sloan The Gift Arrives,Artifact,,456.0,344.0,A-Easy,A-Easy,2.0,1.0,1.0
836,Artifact Puzzles Vikram Madan Social Distancing Artifact Puzzles Tyson Grumm Slacking Pandas,Artifact,,228.0,224.0,Average,A-Easy,2.0,2.0,1.0
837,Artifact Puzzles Vikram Madan Birds Of A Feather Artifact Puzzles Hayley Lever Dancing Boats Marblehead,Artifact,,103.0,111.0,A-Easy,Hard,2.0,1.0,3.0
838,Artifact Puzzles Angie Rees Boobie Trapped Artifact Puzzles Jonik Rapunzel,Artifact,,340.0,411.0,Average,Average,2.0,2.0,2.0
839,Artifact Puzzles Tomasz Pietrzyk Tall Tower Artifact Puzzles Kevin Sloan Burden of Formality,Artifact,,629.0,432.0,Really-Hard,Hard,2.0,4.0,3.0
840,Artifact Puzzles Dennis Brady Cercles Et Des Carres Artifact Puzzles Gaugin La Orana Maria,Artifact,,65.0,268.0,A-Easy,Hard,2.0,1.0,3.0
841,Artifact Puzzles Kevin Sloan Migration Of Knowledge  Artifact Puzzles Gavin Watson Creature Comforts,Artifact,,513.0,322.0,A-Easy,A-Easy,2.0,1.0,1.0
842,Artifact Puzzles Eric Joyner Indecision Artifact Puzzles Alceste Campriani Pappagalli,Artifact,,166.0,201.0,Average,Average,2.0,2.0,2.0
843,Artifact Puzzles Tyukanov Uprising Of The Sausages Artifact Puzzles Munch The Scream,Artifact,,360.0,232.0,Average,Really-Hard,2.0,2.0,4.0
844,Artifact Puzzles Georgia OKeefe Reflections Ecru Puzzles Rachel Sumpter Brothers In Sport,Artifact,Ecru,205.0,179.0,Hard,Average,2.0,3.0,2.0
845,Artifact Puzzles Jonik Rapunzel Artifact Puzzles William Gropper Folklore Map,Artifact,,411.0,348.0,Average,Average,2.0,2.0,2.0
846,Artifact Puzzles Seurat Grande Jatte Artifact Puzzles Klimt The Kiss ,Artifact,,428.0,338.0,Really-Hard,Hard,2.0,4.0,3.0
847,Artifact Puzzles Haeckel Jellyfish Artifact Puzzles Matisse Flowers,Artifact,,198.0,166.0,A-Easy,A-Easy,2.0,1.0,1.0
848,Artifact Puzzles Tyukanov Flying Bottle Artifact Puzzles Tyukanov Moon,Artifact,,300.0,300.0,Average,Hard,2.0,2.0,3.0
849,Artifact Puzzles Joachim Patinir Crossing the River Styx Artifact Puzzles Ton Schulten Langs De Oever,Artifact,,168.0,134.0,Average,A-Easy,2.0,2.0,1.0
850,Ecru Puzzles Van Gogh Almond Blossoms Ecru Puzzles Van Hulsdonck Lemons,Ecru,,210.0,232.0,Hard,Hard,2.0,3.0,3.0
851,Artifact Puzzles Aaron Wolf Cathedral Of The Changing Tides Artifact Puzzles Jeyselle Solentiname Jungle,Artifact,,360.0,319.0,Hard,Hard,2.0,3.0,3.0
852,Artifact Puzzles Joe Vaux Feathered Friends Artifact Puzzles Nicoletta Ceccoli Its My Party,Artifact,,134.0,216.0,Average,A-Easy,2.0,2.0,1.0
853,Artifact Puzzles Dany Paragouteva Magic Carpet Artifact Puzzles Matte Stephens Central Park Fifth Avenue,Artifact,,305.0,439.0,Average,Hard,2.0,2.0,3.0
854,Artifact Puzzles Joe Vaux Grass Is Greener Artifact Puzzles Justin Hillgrove Mad Tea Party,Artifact,,154.0,206.0,A-Easy,A-Easy,2.0,1.0,1.0
855,Artifact Puzzles Karen Kunc Verse From Macrocosmica Artifact Puzzles Pablo Picasso The Stranded Fish,Artifact,,120.0,110.0,Hard,Average,2.0,3.0,2.0
856,Artifact Puzzles Kevin Sloan The Worrier Artifact Puzzles Martin Heade Two Hummingbirds At Nest,Artifact,,427.0,289.0,A-Easy,Hard,2.0,1.0,3.0
857,Artifact Puzzles Kessel Shells Artifact Puzzles Old Venice Map,Artifact,,54.0,91.0,Hard,Really-Hard,2.0,3.0,4.0
858,Artifact Puzzles Roch Urbaniak Sage Of Yamatai Artifact Puzzles Angie Rees Boobie Trapped,Artifact,,346.0,340.0,Average,A-Easy,2.0,2.0,1.0
859,Artifact Puzzles Nadiezda Nocturne Artifact Puzzles Vikram Madan Short-Lived Balloon,Artifact,,157.0,162.0,Average,Average,2.0,2.0,2.0
860,Artifact Puzzles Randal Spangler Some Enchanted Evening Artifact Puzzles Justin Hillgrove Imps And Monsters,Artifact,,422.0,442.0,Really-Hard,A-Easy,2.0,4.0,1.0
861,Ecru Puzzles Grant Haffner Sunset On Old Montauk Highway Ecru Puzzles Kristian Adam Galapalooga Bay,Ecru,,282.0,291.0,Average,A-Easy,2.0,2.0,1.0
862,Artifact Puzzles Roch Urbaniak Bosfor Artifact Puzzles Andre Derain Les Voiles Rouges,Artifact,,214.0,143.0,Really-Hard,Average,2.0,4.0,2.0
863,Ecru Puzzles William Penhallow Henderson Lucero Place Artifact Puzzles Georges Seurat Grand Jatte,Artifact,Ecru,385.0,482.0,Hard,Average,2.0,3.0,2.0
864,DaVici Puzzles Diana Zimens City Of Cats ,DaVici,,700.0,,Average,,1.0,2.0,
865,"Nikolyaaa Red Boats Wheelgiant Balancing Boulder, Northern Territory, Australia",Other-Hand-cut,Other-Laser-cut,249.0,425.0,Average,Average,2.0,2.0,2.0
866,Artifact Puzzles Yuri Gorbachev Two Cats Artifact Puzzles Vladstudio Owl Internet Cafe,Artifact,,314.0,204.0,A-Easy,A-Easy,2.0,1.0,1.0
867,"Nautilus Puzzles Mother Earth Nautilus Puzzles Antelope Canyon, Arizona",Nautilus,,222.0,181.0,Average,Average,2.0,2.0,2.0
868,Artifact Puzzles Jethro Buck Wild Things ,Artifact,,539.0,,Hard,,1.0,3.0,
869,Artifact Puzzles Nancy Bogni Olde Holland Artifact Puzzles Bruegel Netherlandish Proverbs,Artifact,,303.0,317.0,Hard,Hard,2.0,3.0,3.0
870,Artifact Puzzles Kevin Sloan Burden of Formality Artifact Puzzles Nadiezda Night Ship,Artifact,,432.0,283.0,A-Easy,Average,2.0,1.0,2.0
871,Ecru Puzzles Rachell Sumpter Wild Moor Artifact Puzzles Vikram Madan Night Of The Mystic Moons,Artifact,Ecru,260.0,338.0,Hard,Average,2.0,3.0,2.0
872,Artifact Puzzles Fra Angelico Adoration Of The Magi Artifact Puzzles Iwona Lifsches Merry Christmas,Artifact,,208.0,242.0,Average,A-Easy,2.0,2.0,1.0
873,Ecru Puzzles Layers Of Afternoon Ecru Puzzles William Penhallow Henderson Luceros Place,Ecru,,287.0,385.0,Average,A-Easy,2.0,2.0,1.0
874,Ecru Puzzles William Penhallow Henderson Lucero Place Artifact Puzzles Jonik Rapunzel ,Artifact,Ecru,385.0,411.0,A-Easy,A-Easy,2.0,1.0,1.0
875,Artifact Puzzles Fra Angelico Adoration Of The Magi Artifact Puzzles Eric Joyner Tiki Misadventure,Artifact,,208.0,540.0,Average,A-Easy,2.0,2.0,1.0
876,Artifact Puzzles Jan Brueghel The Younger Music Room Artifact Puzzles Isabelle Plante La Connaissance,Artifact,,287.0,379.0,Average,Average,2.0,2.0,2.0
877,Artifact Puzzles Outsider Insider Artifact Puzzles Sophie Taeuber-Arp Composition,Artifact,,409.0,302.0,Average,Average,2.0,2.0,2.0
878,Artifact Puzzles Galaxy Trucker Artifact Puzzles Paul Bond Octopus,Artifact,,198.0,140.0,Average,Average,2.0,2.0,2.0
879,Artifact Puzzles Utagawa Kuniyoshi Cats Artifact Puzzles Outsider Insider,Artifact,,258.0,409.0,Hard,Hard,2.0,3.0,3.0
880,Artifact Puzzles Van Gogh Boats Artifact Puzzles Rekunenko Charming Village,Artifact,,325.0,282.0,Hard,A-Easy,2.0,3.0,1.0
881,Artifact Puzzles Gore Icknield Way Artifact Puzzles Charles Courney Curran Lotus Lilies,Artifact,,317.0,329.0,A-Easy,Hard,2.0,1.0,3.0
882,Ecru Puzzles Monet Springtime Ecru Puzzles Jonik Sunny November,Ecru,,328.0,369.0,A-Easy,A-Easy,2.0,1.0,1.0
883,Artifact Puzzles Bruegel Fall of the Rebel Angels Artifact Puzzles Rosso Angelo,Artifact,,340.0,228.0,Average,Average,2.0,2.0,2.0
884,Ecru Puzzles Jonik Sunny November Artifact Puzzles Jan Brueghel The Younger Noah Ark,Artifact,Ecru,369.0,311.0,Average,Average,2.0,2.0,2.0
885,Artifact Puzzles Susan Loy Bill Of Rights Artifact Puzzles William Gropper Folklore Map,Artifact,,303.0,348.0,Really-Hard,Average,2.0,4.0,2.0
886,Artifact Puzzles Karla Gerard Night Song Artifact Puzzles Dan Dos Santos Stalking the Unicorn,Artifact,,321.0,303.0,A-Easy,A-Easy,2.0,1.0,1.0
887,Artifact Puzzles Peruvian Tapestry Artifact Puzzles Susan Loy Marriage Of Two Minds,Artifact,,268.0,255.0,Hard,Hard,2.0,3.0,3.0
888,Artifact Puzzles Waterhouse Lady of Shalott Artifact Puzzles Piero Di Cosimo Liberazione Di Andromeda,Artifact,,347.0,411.0,Hard,Hard,2.0,3.0,3.0
889,Artifact Puzzles Barnard Dragon Mountain Artifact Puzzles Angie Rees Happy Harbor,Artifact,,277.0,281.0,A-Easy,A-Easy,2.0,1.0,1.0
890,Artifact Puzzles Gavin Watson Creature Comforts Artifact Puzzles Kevin Sloan Fragile Habitat,Artifact,,322.0,360.0,A-Easy,A-Easy,2.0,1.0,1.0
891,Artifact Puzzles Kevin Sloan Our Gentle Giant Artifact Puzzles Kevin Sloan Consequences of Hypnosis,Artifact,,326.0,282.0,Hard,Hard,2.0,3.0,3.0
892,Artifact Puzzles Geoffrey Gersten Poker Tree Artifact Puzzles Kevin Sloan Naughty Bird,Artifact,,288.0,270.0,A-Easy,A-Easy,2.0,1.0,1.0
893,Artifact Puzzles Kirby Scudder Palo Alto Map Artifact Puzzles Iwona Lifsches Serenity,Artifact,,418.0,313.0,Hard,A-Easy,2.0,3.0,1.0
894,Artifact Puzzles Jonik Troll Toll Artifact Puzzles Angie Rees Happy Harbor,Artifact,,365.0,281.0,A-Easy,Average,2.0,1.0,2.0
895,Artifact Puzzles Susan Loy Bill Of Rights Artifact Puzzles Erin Hanson Crystal Grove,Artifact,,303.0,357.0,Hard,Really-Hard,2.0,3.0,4.0
896,Artifact Puzzles Roch Urbaniak Sage Of Yamatai Artifact Puzzles Severin Roesen Flower Still Life,Artifact,,346.0,330.0,Average,Average,2.0,2.0,2.0
897,Artifact Puzzles Great Robot Migration ,Artifact,,480.0,,Hard,,1.0,3.0,
898,Artifact Puzzles Van Gogh Undergrowth With Two Figures Artifact Puzzles Allen Douglas The Kraken,Artifact,,446.0,219.0,Really-Hard,Really-Hard,2.0,4.0,4.0
899,Ecru Puzzles Mystery Puzzle #18 Ecru Puzzles Scott Gustafson Belling The Cat,Ecru,,262.0,364.0,Average,Average,2.0,2.0,2.0
900,Artifact Puzzles Van Gogh Sea At Saintes-Maries Artifact Puzzles Monet Summer,Artifact,,211.0,311.0,Hard,Hard,2.0,3.0,3.0
901,Artifact Puzzles Matte Stephens Central Park Fifth Avenue Artifact Puzzles APAK Celebrating Nature,Artifact,,439.0,412.0,Average,Hard,2.0,2.0,3.0
