,pack_name,brand_0,brand_1,pieces_0,pieces_1,diff_0,diff_1,num_puzzles,diff_0_num,diff_1_num
364,Nautilus Puzzles Van Gogh Irises Nautilus Puzzles Walter Crane Neptune&#39;s Horses,Nautilus,,464.0,404.0,Hard,Hard,2.0,3.0,3.0
365,Nautilus Puzzles Van Gogh Trip To Auvers Nautilus Puzzles Niagara Falls Railway,,,361.0,,,,1.0,2.0,
366,Nautilus Puzzles Virigina Francess Sterrett Art Deco Princess Nautilus Puzzles Pip Shuckburgh Dance Of The Elephants,Nautilus,,367.0,499.0,Average,Average,2.0,2.0,2.0
367,Nautilus Puzzles Wildflower Tapestry  Nautilus Puzzles Fall Fishing,Nautilus,,506.0,425.0,Average,Average,2.0,2.0,2.0
368,Nervous System Jonathan McCabe Radial Series #1559 Wongo Puzzles The Butterfly,Other-Laser-cut,,80.0,206.0,Average,Average,2.0,2.0,2.0
369,Nervous Systems Agate Puzzle Thom Spencer Wheel of Changing Colors,Other-Hand-cut,Other-Laser-cut,171.0,441.0,Hard,Really-Hard,2.0,3.0,4.0
370,Nervous Systems Cosmic Cliffs Infinite Galaxy Puzzle Nervous Systems Giant Geode,Other-Laser-cut,,264.0,600.0,Average,Average,2.0,2.0,2.0
371,Nervous Systems Geode Puzzle Wongo Puzzles The Elephant,Other-Laser-cut,,171.0,330.0,Hard,Really-Hard,2.0,3.0,4.0
372,Nervous Systems Infinite Galaxy Unidragon Inexhaustible Abundance Mandala,Other-Laser-cut,,131.0,200.0,Average,Average,2.0,2.0,2.0
373,Nervous Systems Puzzles Geode Nervous Systems Puzzles Earth,Other-Laser-cut,,171.0,441.0,Hard,Really-Hard,2.0,3.0,4.0
374,Optimago John Strickland Goodall Summer Outing Unidragon Puzzles Playful Parrots,Other-Hand-cut,Other-Laser-cut,320.0,620.0,Average,Hard,2.0,2.0,3.0
375,Optimago Puzzles Stars and Stripes Optimago Puzzles Sheep,Other-Hand-cut,,308.0,262.0,Average,Average,2.0,2.0,2.0
376,Palmaris Puzzles Susan Schroder Portal Swift Of Spring ZenChalet Puzzles ,,,470.0,200.0,Average,Average,2.0,2.0,2.0
377,Parr Puzzles L-series Alex Ross Card Sharks ,,,540.0,,Average,,1.0,2.0,
378,Peaceful Puzzles Colorful Gerbera Daisies Spuzzles Doodle 2,Other-Laser-cut,,250.0,360.0,Average,Average,2.0,2.0,2.0
379,Peaceful Puzzles Degas Rehearsal FoxSmartBox Carl Kahler My Wifes Lovers,Other-Laser-cut,,440.0,350.0,Average,Average,2.0,2.0,2.0
380,Penelope Puzzles Lake View with Wisteria Wentworth Triskelion,Wentworth,,150.0,153.0,Average,Average,2.0,2.0,2.0
381,Puzzlapy Corinne St Mleux Green Cat Puzzlapy Corinne St Mleux Fish Bowl,,,110.0,140.0,Average,A-Easy,2.0,2.0,1.0
382,Puzzle Lab Julie Amlin New Day Puzzle Lab Mike Lathrop Islands of Elements,Other-Laser-cut,,175.0,175.0,A-Easy,A-Easy,2.0,1.0,1.0
383,Puzzle Lab Rare Moon Puzzle Lab Moon Light,Other-Laser-cut,,300.0,213.0,Average,Average,2.0,2.0,2.0
384,Puzzlemonk Sanctuary Michele Wilson Vase Celadon,Other-Hand-cut,,162.0,350.0,Average,Average,2.0,2.0,2.0
385,Puzzlewood Birds and Flowers JC Ayer Mystery Puzzle,Other-Hand-cut,,484.0,300.0,Hard,A-Easy,2.0,3.0,1.0
386,ScrollRight Puzzles City Market Sunflower Wongo Puzzles The Cactus,,,128.0,241.0,Average,Average,2.0,2.0,2.0
387,Shay Carmichael Puzzles Inchworm Shay Carmichael Puzzles Squirreled Away,,,100.0,100.0,Average,Average,2.0,2.0,2.0
388,Snowflake Puzzle Collage of 8 Classic National Parks Travel Posters Wongo Puzzles The Turtle,Other-Hand-cut,,500.0,207.0,Average,Average,2.0,2.0,2.0
389,Snowflake Puzzles Colorful Twirly-ques Ecru Puzzles Mystery Puzzle #23,Ecru,,500.0,,Average,,1.0,2.0,
390,Snowflake Puzzles Hiroshige Ando Minowa Kanasugi Mikawashims Snowflake Puzzles Seba,Other-Hand-cut,,500.0,500.0,A-Easy,A-Easy,2.0,1.0,1.0
391,Snowflake Puzzles Koganeibashi no sekishō Snowflake Puzzles Utagawa Hiroshige Zojoji Pagoda and Akabane,Other-Hand-cut,,511.0,514.0,A-Easy,A-Easy,2.0,1.0,1.0
392,Snowflake Puzzles Libertys Starry Night by Mark Whitesell Snowflake Puzzles Fractal Digital Art,Other-Hand-cut,,500.0,500.0,Really-Hard,Really-Hard,2.0,4.0,4.0
393,Snowflake Puzzles Mark Whitesell Paint Pour Fractal Snowflake Puzzles Mark Whitesell Dual Spirals Fractal,Other-Hand-cut,,500.0,500.0,Average,Average,2.0,2.0,2.0
394,Snowflake Puzzles Mark Whitesell Skagit Valley Tulips Snowflake Puzzles Benh Lieu Song Inside an Inflating Hot Air Balloon,Other-Hand-cut,,500.0,500.0,Hard,Hard,2.0,3.0,3.0
395,Snowflake Puzzles Peacocks and Poppies BCB Puzzles Miko A Wonderful Day,Other-Hand-cut,,500.0,300.0,Average,A-Easy,2.0,2.0,1.0
396,Snowflake Puzzles Seba Snowflake Puzzles Mandala,Other-Hand-cut,,500.0,500.0,A-Easy,Average,2.0,1.0,2.0
397,Snowflake Puzzles Shinobazu Pond During a Foggy Evening Snowflake Puzzles Red Warehouses at Gloucester,Other-Hand-cut,,500.0,500.0,Average,Average,2.0,2.0,2.0
398,Spuzzles Doodle 3 Spuzzles Naranja,Other-Laser-cut,,360.0,200.0,A-Easy,Hard,2.0,1.0,3.0
399,Spuzzles Kiwi Spuzzles Lemon,Other-Laser-cut,,200.0,200.0,A-Easy,Average,2.0,1.0,2.0
400,Spuzzles Robert Delaunay Rhythm Spuzzles Kundalee,Other-Laser-cut,,200.0,200.0,Average,Average,2.0,2.0,2.0
401,Sr. B Puzzles Utagawa Hiroshige Maguro Drum Bridge and Sunset Hill ,,,548.0,,Average,,1.0,2.0,
402,Starz Puzzles Alexandra Gallagher This Land Starz Puzzles Color By Feliks Sunflowers,,,263.0,263.0,Average,Average,2.0,2.0,2.0
403,Starz Puzzles Cheri Lee Charlton Almost 60 Owls Mr. Bob Puzzles Lauren Altes Beneath the Waves,,,361.0,,,,1.0,2.0,
404,Starz Puzzles Christine Reichow Garden Magic 2 Wentworth Puzzles Moises Levy Japanese Maple,,,361.0,,,,1.0,2.0,
405,Starz Puzzles Dean Russo Best Friends Puzzle Lab Mandy Leinbach Papa Bear,Other-Laser-cut,,159.0,200.0,Average,Hard,2.0,2.0,3.0
406,Starz Puzzles Francois Ruer Medieval Bunny Life Starz Puzzles Francois Ruer Cooking Witch,,,353.0,353.0,Average,Average,2.0,2.0,2.0
407,Stave Puzzles Awesome Blossom DaVici Puzzles Offstage,DaVici,Stave,175.0,190.0,Hard,Average,2.0,3.0,2.0
408,Stave Puzzles Betsy Brown Riding High Hartmaze Puzzles Colorful Owl,Stave,Other-Laser-cut,180.0,209.0,Hard,A-Easy,2.0,3.0,1.0
409,Stave Puzzles Bill Bell Quebec City Wentworth Puzzles Sakura Spring,Stave,Wentworth,522.0,500.0,Average,Average,2.0,2.0,2.0
410,Stave Puzzles Branching Out Artifact Puzzles Nadieh Bremer Coronium,,,361.0,,,,1.0,2.0,
411,Stave Puzzles Candy Thun English Garden Wentworth Puzzles Mini Puzzles,Stave,Wentworth,160.0,40.0,Hard,A-Easy,2.0,3.0,1.0
412,Stave Puzzles Candy Thun Tropical Punch Whimsy Puzzles Lighthouse By The Sea,Stave,Other-Laser-cut,70.0,100.0,Average,A-Easy,2.0,2.0,1.0
413,Stave Puzzles Candy Thun Turtle Soup Hartmaze Puzzles Brilliant Cells and Chequers,Stave,Other-Laser-cut,70.0,167.0,Really-Hard,A-Easy,2.0,4.0,1.0
414,"Stave Puzzles Carol Dyer Boston, A City By The Sea Wentworth Puzzles William Vanderdasson Silent Watch",,,361.0,,,,1.0,2.0,
415,Stave Puzzles Circus Engine Trove Puzzles Nine Mandalas,Stave,Other-Laser-cut,55.0,250.0,A-Easy,A-Easy,2.0,1.0,1.0
416,Stave Puzzles Dog-gone It Trove Puzzles Herringbone Repeat,Stave,Other-Laser-cut,100.0,250.0,Average,A-Easy,2.0,2.0,1.0
417,Stave Puzzles Edith Bingham Give Me A Buzz Whimsy Puzzles Singing Fish,Stave,Other-Laser-cut,41.0,100.0,Average,A-Easy,2.0,2.0,1.0
418,Stave Puzzles Elephant Show Puzzle Michele Wilson - Alain Thomas Quetzal resplendissant,Stave,Other-Hand-cut,35.0,250.0,Average,Hard,2.0,2.0,3.0
419,Stave Puzzles Flute Loop Stumpcraft Puzzles Travis Anderson Tea From The Void,,,361.0,,,,1.0,2.0,
420,Stave Puzzles Ghouls Night Out Hope Puzzles Fish Of Rhode Island,,,361.0,,,,1.0,2.0,
421,Stave Puzzles Have A Ball Artifact Puzzles Kristian Adam Mr. Pink Palace,Artifact,Stave,65.0,203.0,Hard,A-Easy,2.0,3.0,1.0
422,Stave Puzzles Hide n Seek Artifact Puzzles Valentin Rekunenko Swordfight,Artifact,Stave,125.0,439.0,Hard,Hard,2.0,3.0,3.0
423,Stave Puzzles James C. Christensen Jonah and the Whale Nautilus Puzzles Garry Gay Amazing Sea Urchins,,,361.0,,,,1.0,2.0,
424,Stave Puzzles Kimono My House Artifact Puzzles Nadieh Bremer Nebulium,,,361.0,,,,1.0,2.0,
425,Stave Puzzles Koi Pond Anne Belle Thompson Chinese Takeout,Stave,Other-Hand-cut,194.0,255.0,Average,Average,2.0,2.0,2.0
426,Stave Puzzles Linda Nelson Stocks Let Freedom Ring Mosaic Puzzles Copenhagen Sunlight,,,361.0,,,,1.0,2.0,
427,"Stave Puzzles My Special Tea Wentworth Puzzles The Library Chatsworth, Derbyshire",Stave,Wentworth,75.0,100.0,Really-Hard,A-Easy,2.0,4.0,1.0
428,Stave Puzzles Night Before Christmas Artifact Puzzles Egon Schiele Four Trees,Artifact,Stave,300.0,79.0,Average,A-Easy,2.0,2.0,1.0
429,Stave Puzzles Soaring To New Heights Ecru Puzzles Ochiai Rofu Kyoto Four Scenes,Ecru,Stave,140.0,333.0,Really-Hard,Average,2.0,4.0,2.0
430,Stave Puzzles Spa de Bow Wow Wentworth Puzzles Joseph Turner Dawn after the Wreck,Stave,Wentworth,65.0,140.0,Hard,Average,2.0,3.0,2.0
431,Stave Puzzles Steve Skelton Farm To Table ,,,361.0,,,,1.0,2.0,
432,Stave Puzzles Susan Greenleaf A Lasting Impression Peaceful Puzzles Gustav Klimt Church in Cassone,Stave,Other-Laser-cut,90.0,250.0,Average,Average,2.0,2.0,2.0
433,Stave Puzzles Susan Greenleaf What A Dive! Creatif Puzzle The Coral Oasis,,,361.0,,,,1.0,2.0,
434,Steve Gordon Meta Maze Puzzle 11 Nautilus Puzzles Peking Dragon,Nautilus,,205.0,150.0,Average,Average,2.0,2.0,2.0
435,Steve Gordon Puzzles Squa Dia Cir Vortex Maze 8 Nervous Systems Rainbow,Other-Laser-cut,,511.0,380.0,Average,Average,2.0,2.0,2.0
436,Touch Wood Puzzles Mysterious Badger Zufa Puzzles Cat,Other-Laser-cut,,152.0,173.0,Average,Average,2.0,2.0,2.0
437,Trove Puzzles 9 Donuts Zufa Puzzles Two Cats,Other-Laser-cut,,250.0,186.0,Average,Average,2.0,2.0,2.0
438,Turtle Teasers Competition Puzzle Zen Puzzles Circles of Life,Other-Laser-cut,,100.0,150.0,Average,Average,2.0,2.0,2.0
439,Turtle Teasers Steven Meyers Dahlia Zen Puzzles Honeybees,Other-Laser-cut,,295.0,202.0,Average,Really-Hard,2.0,2.0,4.0
440,Turtle Teasers The Paradise of the Medicine Buddha Lands&#39; End Puzzle,,,158.0,200.0,Average,Average,2.0,2.0,2.0
441,Unidragon Cappadocia Quezzle ,Other-Laser-cut,,259.0,322.0,A-Easy,Average,2.0,1.0,2.0
442,Unidragon Iridescent Chameleon Unidragon Shining Fish,Other-Laser-cut,,315.0,331.0,Average,A-Easy,2.0,2.0,1.0
443,Unidragon Puzzles Eternal Elephant Unidragon Puzzles Intergalaxy Butterfly,Other-Laser-cut,,194.0,306.0,Average,Average,2.0,2.0,2.0
444,Unidragon Puzzles Fairy Bird Unidragon Puzzles Charming Owl,Other-Laser-cut,,198.0,187.0,Average,Average,2.0,2.0,2.0
445,Unidragon Puzzles Inspiring Unicorn Unidragon Puzzles Milky Whales,Other-Laser-cut,,195.0,268.0,Average,Average,2.0,2.0,2.0
446,Vintage Penelope Puzzle Boy with Green Ball Optimago Bailleul le Jeune Nouvelle Mappe-Monde,Other-Hand-cut,,80.0,600.0,Average,Average,2.0,2.0,2.0
447,Waterford Puzzles (Elms Puzzles) Fall Wreath BCB Puzzles Grannys Attic,Other-Hand-cut,,80.0,150.0,Average,A-Easy,2.0,2.0,1.0
448,Waterford Puzzles (Elms) Parker Fulton Taj Mahal ,,,416.0,,Really-Hard,,1.0,4.0,
449,Waterford Puzzles (Elms) Tim Zeltner Multi-season Earth Day ,,,619.0,,Average,,1.0,2.0,
450,Waterford Puzzles Merry Kohn Buvia From Around Here Now Wentworth Puzzles Adrian Chesterman Country Garden,,,361.0,,,,1.0,2.0,
451,"Wentwort Puzzles Anna Stowe Antwerpen-Centraal Railway Station, Belgium Wentworth Puzzles Lars Stewart Indian Pillow Market",Wentworth,,243.0,500.0,A-Easy,A-Easy,2.0,1.0,1.0
452,Wentworth Puzzles Abraham Hunter Family Joy ,Wentworth,,1000.0,,Really-Hard,,1.0,4.0,
453,Wentworth Puzzles Abraham Hunter Mountain Morning ,Wentworth,,1000.0,,Average,,1.0,2.0,
454,Wentworth Puzzles Aimee Stewart The Amazing Animal Kingdom ,Wentworth,,1000.0,,Average,,1.0,2.0,
455,Wentworth Puzzles Assaf Frank Snowman Bench ,Wentworth,,1000.0,,Average,,1.0,2.0,
456,Wentworth Puzzles Beautiful Victorian Day Whimsy Puzzles Julie Pace Hoff Last Minute Christmas Flurry,Wentworth,,450.0,,Average,,1.0,2.0,
457,Wentworth Puzzles Best Cat Stories Wentworth Puzzles Colin Thompson The Collectors Cupboard,Wentworth,,500.0,500.0,Average,Average,2.0,2.0,2.0
458,Wentworth Puzzles Breezy River Wentworth Puzzles Joy LaForme Black Cat Books,Wentworth,,500.0,500.0,Average,Average,2.0,2.0,2.0
459,Wentworth Puzzles Can You See Me Wentworth Puzzles Aimee Stewart Wish Upon a Bookshop,Wentworth,,245.0,500.0,Hard,Average,2.0,3.0,2.0
460,Wentworth Puzzles Celebrate Life Gallery The Puzzle that Froze Christmas Wentworth Puzzles Alamy Photos The Puzzle that Broke the Ice,,,361.0,,,,1.0,2.0,
461,Wentworth Puzzles Chris Ceaser Kaleidoscope ,Wentworth,,500.0,,Really-Hard,,1.0,4.0,
462,Wentworth Puzzles Christopher Rogers The Cove Wentworth Puzzles St Edwards Church Leek,Wentworth,,500.0,500.0,Average,Average,2.0,2.0,2.0
463,Wentworth Puzzles Claire Comerford Summer Garden ,Wentworth,,1000.0,,Average,,1.0,2.0,
464,Wentworth Puzzles Claire McElfatrick Secret Garden Wentworth Puzzles Lucy Pittaway Strolling Home,Wentworth,,500.0,500.0,Average,Average,2.0,2.0,2.0
465,Wentworth Puzzles Cobble Hill Image Best Cat Stories Artifact Puzzles Gavin Watson Creature Comforts,Artifact,Wentworth,500.0,322.0,Average,Average,2.0,2.0,2.0
466,Wentworth Puzzles Colin Thompson Doors Open ,Wentworth,,1000.0,,Average,,1.0,2.0,
467,Wentworth Puzzles Colin Thompson Gardeners Cabinet Boardwalk Puzzles Tim Zeltner Multi-season Earth Day,Wentworth,Other-Laser-cut,500.0,448.0,Average,Average,2.0,2.0,2.0
468,Wentworth Puzzles Colin Thompson Kitchen Cupboard ,Wentworth,,1000.0,,Average,,1.0,2.0,
469,Wentworth Puzzles Colin Thompson Neverending Stories ,Wentworth,,1000.0,,Average,,1.0,2.0,
470,Wentworth Puzzles Colin Thompson Our Town ,Wentworth,,1000.0,,Hard,,1.0,3.0,
471,Wentworth Puzzles Colin Thompson The Collectors Cupboard ,Wentworth,,1000.0,,Really-Hard,,1.0,4.0,
472,Wentworth Puzzles David Feather Hedgehog Wentworth Puzzles Victoria Hall Three Sisters,Wentworth,,500.0,250.0,Average,Hard,2.0,2.0,3.0
473,Wentworth Puzzles David Maclean Parisian Charm ,Wentworth,,1000.0,,A-Easy,,1.0,1.0,
474,Wentworth Puzzles David Newton Feline Fulfilment (After Klimt) ,Wentworth,,1000.0,,Average,,1.0,2.0,
475,Wentworth Puzzles David Penfound Feathered Friends ,Wentworth,,1000.0,,Average,,1.0,2.0,
476,Wentworth Puzzles Dominic Davison April Cottage Wentworth Puzzles Aimee Stewart Life is an Open Book-London,Wentworth,,250.0,250.0,Average,Average,2.0,2.0,2.0
477,Wentworth Puzzles Dominic Davison Christmas at Home ,Wentworth,,1000.0,,Average,,1.0,2.0,
478,Wentworth Puzzles Dominic Davison Church Lane Cottage ,Wentworth,,1000.0,,Average,,1.0,2.0,
479,Wentworth Puzzles Dominic Davison Mountain Cabin ,Wentworth,,1000.0,,Average,,1.0,2.0,
480,Wentworth Puzzles E. B. Watts Rabbit Heaven ,Wentworth,,1000.0,,Average,,1.0,2.0,
481,Wentworth Puzzles E.B. Watts Sheep with Patchwork ,Wentworth,,1000.0,,Average,,1.0,2.0,
482,"Wentworth Puzzles Eduard ArtBeat Studios Village Post Office Wentworth Puzzles Macneil Studio London, House of Parliament",Wentworth,,500.0,250.0,Average,A-Easy,2.0,2.0,1.0
483,Wentworth Puzzles Eduard ArtBeat Studios Water Drop Wentworth Puzzles Olga Salt Fractal Geometry,Wentworth,,287.0,229.0,Average,Really-Hard,2.0,2.0,4.0
484,Wentworth Puzzles Eduard-ArtBeat Studios Botanical Montage ,Wentworth,,1000.0,,Average,,1.0,2.0,
485,Wentworth Puzzles Elena Khomoutova Skating of Joy in Ottawa Wentworth Puzzles Susan Entwistle Alliums and Poppies,Wentworth,,500.0,500.0,Average,Average,2.0,2.0,2.0
486,Wentworth Puzzles Fractal Geometry Wentworth Puzzles ,Wentworth,,229.0,504.0,Really-Hard,Average,2.0,4.0,2.0
487,Wentworth Puzzles Fun Christmas Wreath Wentworth Puzzles Pets Selfie,Wentworth,,250.0,250.0,Average,Average,2.0,2.0,2.0
488,Wentworth Puzzles Garden Flowers of Lake Louise Wentworth Puzzles Sheep Reposing Dalby Bay Isle of Man,Wentworth,,250.0,250.0,Average,Average,2.0,2.0,2.0
489,Wentworth Puzzles Gordon Lees Snowy Village ,Wentworth,,1000.0,,Average,,1.0,2.0,
490,Wentworth Puzzles Grant Wood American Gothic ,Wentworth,,1500.0,,Average,,1.0,2.0,
491,Wentworth Puzzles Greg Giordano Garden Party ,Wentworth,,1000.0,,Average,,1.0,2.0,
492,Wentworth Puzzles Haruyo Morita Fuyune Wentworth Puzzles Peter Breughel The Wedding Dance,Wentworth,,500.0,250.0,Average,Average,2.0,2.0,2.0
493,Wentworth Puzzles Hokusai Wave Wentworth Puzzles Walter Crane Sir Galahad In King Arthurs Court,Wentworth,,250.0,250.0,Hard,Hard,2.0,3.0,3.0
494,"Wentworth Puzzles Holbein, Hans the Younger Portrait of Henry VIII Wentworth Puzzles The Book of Hours of the Duke of Berry (May)",Wentworth,,250.0,250.0,A-Easy,Average,2.0,1.0,2.0
495,Wentworth Puzzles Kandinsky Squares With Concentric Circles Wentworth Puzzles Alfredo Arreguin From Here To Eternity,Wentworth,,240.0,250.0,Average,Average,2.0,2.0,2.0
496,Wentworth Puzzles Keiti Lazy Reads Wentworth Puzzles Rainbow Washi Tape,Wentworth,,230.0,250.0,A-Easy,A-Easy,2.0,1.0,1.0
497,Wentworth Puzzles Kirsten Ulve New York City Lady Wentworth Puzzles Steve Skelton Getting Away From It All,Wentworth,,500.0,250.0,A-Easy,A-Easy,2.0,1.0,1.0
498,Wentworth Puzzles Klimt Santa Wentworth Puzzles Jane Ryder-Gray Festive Crackers!,Wentworth,,250.0,240.0,Average,Average,2.0,2.0,2.0
499,Wentworth Puzzles Lars Stewart Indian Pillow Market ,Wentworth,,1000.0,,Average,,1.0,2.0,
500,Wentworth Puzzles Lars Stewart Rainbow Washi Tape Wentworth Puzzles Lena ArtBeat Studios Egg-squisite Eggs,Wentworth,,280.0,260.0,Really-Hard,Hard,2.0,4.0,3.0
501,Wentworth Puzzles Lena ArtBeat A Gem of a Succulent ,Wentworth,,1000.0,,Average,,1.0,2.0,
502,Wentworth Puzzles Lesley Hammett Winter Berries Wentworth Puzzles William Vanderdasson Silent Watch,Wentworth,,250.0,500.0,Average,Average,2.0,2.0,2.0
503,"Wentworth Puzzles Lesley Ivory Megatab, Mintaka and the Snowman ",Wentworth,,1000.0,,Average,,1.0,2.0,
504,"Wentworth Puzzles Leslie Anne Ivory Mumu, Twiglet and Mintaka in Ancient Egypt at Christmas ",Wentworth,,1000.0,,Average,,1.0,2.0,
505,Wentworth Puzzles Lisa Graa Jensen Skaters at St. James Park Wentworth Puzzles Julie Oldham Festival of Snowmen,Wentworth,,500.0,500.0,Average,Average,2.0,2.0,2.0
506,Wentworth Puzzles Luigi Premazzi The Raspberry Salon ,Wentworth,,1000.0,,Average,,1.0,2.0,
507,Wentworth Puzzles Macneil Studio Whitehall in Snow Wentworth Puzzles Alamy Photos The Puzzle that Broke the Ice,Wentworth,,250.0,252.0,A-Easy,Really-Hard,2.0,1.0,4.0
508,Wentworth Puzzles Martin Fry Botanical Garden ,Wentworth,,1000.0,,Hard,,1.0,3.0,
509,Wentworth Puzzles Maureen Rupprecht Pencil Collage Wentworth Puzzles Fractal Geometry Olga Salt,Wentworth,,280.0,229.0,Hard,Really-Hard,2.0,3.0,4.0
510,Wentworth Puzzles Maureen Sparling January King Cabbage Wentworth Puzzles Silver Threads and Golden Needles,Wentworth,,225.0,500.0,Average,Average,2.0,2.0,2.0
511,Wentworth Puzzles Miguel Freitas This is London ,Wentworth,,1000.0,,A-Easy,,1.0,1.0,
512,Wentworth Puzzles Mossy Bottom Farm Wentworth Puzzles Jungle Jaguar,Wentworth,,250.0,500.0,Average,Average,2.0,2.0,2.0
513,Wentworth Puzzles Nene Thomas Queen of Silk ,Wentworth,,1000.0,,Average,,1.0,2.0,
514,Wentworth Puzzles P.D. Moreno Cabin in the Woods ,Wentworth,,1000.0,,A-Easy,,1.0,1.0,
515,Wentworth Puzzles Paula Doherty Nativity Kings ,Wentworth,,628.0,322.0,Hard,Average,2.0,3.0,2.0
516,Wentworth Puzzles Peter Barrett Noahs Ark Wentworth Puzzles Myron Standret Beauty World,Wentworth,,250.0,243.0,Average,Average,2.0,2.0,2.0
517,Wentworth Puzzles Pieter Brueghel the Younger The Village Festival ,Wentworth,,1000.0,,Average,,1.0,2.0,
518,Wentworth Puzzles Rainbow Washi Tape Wentworth Puzzles Water Drop,Wentworth,,280.0,280.0,A-Easy,A-Easy,2.0,1.0,1.0
519,Wentworth Puzzles Randal Spangler Cat Bookshelf Wentworth Puzzles Wendy Edelson Cosy Snowman,Wentworth,,500.0,500.0,A-Easy,A-Easy,2.0,1.0,1.0
520,Wentworth Puzzles Rebecca McCulloch Harbour Houses Wentworth Puzzles Kay Widdowson Wheelbarrow Garden,Wentworth,,250.0,250.0,A-Easy,A-Easy,2.0,1.0,1.0
521,Wentworth Puzzles Richard Macneil Summer Hedgehogs ,Wentworth,,1000.0,,Average,,1.0,2.0,
522,Wentworth Puzzles Russian Dolls ,Wentworth,,750.0,,A-Easy,,1.0,1.0,
523,Wentworth Puzzles Sailing To The Tunes Wentworth Puzzles Julia Rigby The Art Fair,,,361.0,,,,1.0,2.0,
524,Wentworth Puzzles Skating At Rockefeller Center ,,,361.0,,,,1.0,2.0,
525,Wentworth Puzzles Spring Sakura ,Wentworth,,1000.0,,Average,,1.0,2.0,
526,Wentworth Puzzles Steve Crisp Halloween House Wentworth Puzzles The Puzzle that Pines for Your Attention,Wentworth,,518.0,504.0,A-Easy,Really-Hard,2.0,1.0,4.0
527,Wentworth Puzzles Steve Read Pottery Studio Wentworth Puzzles Bill Mundy The Illuminated Manuscript,Wentworth,,500.0,237.0,A-Easy,A-Easy,2.0,1.0,1.0
528,"Wentworth Puzzles Sue Coccia Dragon Wentworth Puzzles National Trust Wall Garden, Nymans, West Sussex",Wentworth,,210.0,230.0,Average,Average,2.0,2.0,2.0
529,Wentworth Puzzles The 70th Wedding Anniversary of Queen Elizabeth II and the Duke of Edinburgh Wentworth Puzzles Royal Wedding Commemorative Puzzle- The Duke and Duchess of Cambridge,Wentworth,,250.0,270.0,Average,Average,2.0,2.0,2.0
530,Wentworth Puzzles Thomas Cole The Course of Empire: The Consummation of Empire ,Wentworth,,1500.0,,Hard,,1.0,3.0,
531,Wentworth Puzzles Tiki Evening Delight Wentworth Puzzles Colin Thompson The Gardeners Cupboard,Wentworth,,500.0,500.0,Average,Average,2.0,2.0,2.0
532,Wentworth Puzzles Tsuki Hoshi Wentworth Puzzles Tapestry Cat,Wentworth,,250.0,250.0,Average,Average,2.0,2.0,2.0
533,Wentworth Puzzles Van Gogh Almond Blossom Wentworth Puzzles Time for Tea,Wentworth,,321.0,250.0,Average,Average,2.0,2.0,2.0
534,Wentworth Puzzles Van Gogh Almond Blossoms ,Wentworth,,1000.0,,Average,,1.0,2.0,
535,Wentworth Puzzles Vintage Opera Posters Wentworth Puzzles Platinum Jubilee Of Queen Elizabeth II,Wentworth,Other-Hand-cut,250.0,250.0,Average,Average,2.0,2.0,2.0
536,"Wentworth Puzzles Zebo Ludvicek Birdcages Wentworth Puzzles Hyde Street View, San Francisco",Wentworth,,500.0,250.0,Average,Average,2.0,2.0,2.0
537,Wentworth Puzzles Zhang Meili Red Lillies ,Wentworth,,1000.0,,Average,,1.0,2.0,
538,What A Wood Work Aztec Calendar Anthology Spooktober,,,500.0,200.0,Average,Average,2.0,2.0,2.0
539,Whimsy Puzzles Anton Foltin Zion National Park Whimsy Puzzles Macaw Parrots,Other-Laser-cut,,1000.0,1000.0,Hard,Hard,2.0,3.0,3.0
540,Whimsy Puzzles Dmitry Kovba Mt. Rainier National Park Whimsy Puzzles Fruits and Veggies,Other-Laser-cut,,1000.0,1000.0,Average,Hard,2.0,2.0,3.0
541,Whimsy Puzzles Frank Champine Magic Forest Whimsy Puzzles Radiant Butterflies,Other-Laser-cut,,500.0,1000.0,A-Easy,Hard,2.0,1.0,3.0
542,Whimsy Wood Puzzles An Ocean Party ,,,425.0,,Hard,,1.0,3.0,
543,Zen Puzzles Basket Of Love Zen Puzzles Castle Hill,Other-Laser-cut,,300.0,300.0,Average,Average,2.0,2.0,2.0
544,Zen Puzzles Inch By Inch Zen Puzzles Rhinocerous,Other-Laser-cut,,125.0,125.0,Average,Average,2.0,2.0,2.0
545,Zen Puzzles Peaceful Gathering Zen Puzzles Panda,Other-Laser-cut,,204.0,204.0,A-Easy,A-Easy,2.0,1.0,1.0
546,Zen Puzzles Waterlily  Zen Puzzles Summer In A Winter Forest,Other-Laser-cut,,297.0,349.0,Average,Average,2.0,2.0,2.0
547,Artifact Puzzles Abu al-Hasan Squirrels BCB Puzzles Smellin Good,Artifact,Other-Hand-cut,155.0,135.0,Really-Hard,Hard,2.0,4.0,3.0
548,Artifact Puzzles Bee Eater Artifact Puzzles Gustav Klimt Baby,Artifact,,425.0,295.0,Average,Average,2.0,2.0,2.0
549,Artifact Puzzles Bruegel Triumph of Death Artifact Puzzles Lucas Cranach the Elder Hunting at Hartenfels Castle,Artifact,,361.0,349.0,Average,Average,2.0,2.0,2.0
550,Artifact Puzzles Dennis Brady Circles and Squares Artifact Puzzles Diego Mazzeo Mechanical Griffin,Artifact,,65.0,207.0,A-Easy,Average,2.0,1.0,2.0
